ConditionFile,TrialType,CorrRespTarget,CorRespCue,cueMarker,targetMarker,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,timingLoop.thisRepN,timingLoop.thisTrialN,timingLoop.thisN,timingLoop.thisIndex,PreCueTime,ISI,subTrial.thisRepN,subTrial.thisTrialN,subTrial.thisN,subTrial.thisIndex,Cue,Probe,WelcomeText.started,WelcomeText.stopped,InstrTrialOverviewText.started,InstrTrialOverviewText.stopped,InstrResponsesText.started,InstrResponsesText.stopped,InstrTrialExamplesText.started,InstrTrialExamplesText.stopped,InstrFinalPointsText.started,InstrFinalPointsText.stopped,blockStartInstructions.started,blockStartInstructions.stopped,PreCueFixation.started,PreCueFixation.stopped,MindWanderingResponse.keys,MindWanderingResponse.started,MindWanderingResponse.stopped,CueStimulus.started,CueStimulus.stopped,CueResponse.keys,CueResponse.started,CueResponse.stopped,PreTargetFixation.started,PreTargetFixation.stopped,CueMindWanderingResponse.keys,CueMindWanderingResponse.started,CueMindWanderingResponse.stopped,ProbetStimulus.started,ProbetStimulus.stopped,ProbeMindWanderingResponse.keys,ProbeMindWanderingResponse.rt,ProbeMindWanderingResponse.started,ProbeMindWanderingResponse.stopped,ProbeResponse.keys,ProbeResponse.corr,ProbeResponse.started,ProbeResponse.stopped,ISI,PreCueTime,Probe,Cue,MindWandering,mindWanderingTextDisplay.started,mindWanderingTextDisplay.stopped,participant,session,date,expName,psychopyVersion,frameRate,
conditions/BXList.xlsx,BX,1.0,1,3,9,0,0,0,0,0,0,0,26,,,,,0.5,2,,,,,P,X,16.271478900000147,None,17.642206200000146,None,18.6745090000004,None,21.688747300000614,None,26.235049799999615,None,27.004032500000903,None,28.7495770000005,None,None,28.7495770000005,None,29.255475199999637,29.74922549999974,None,29.255475199999637,30.748125000000073,29.76540560000103,None,None,29.255475199999637,None,31.750033000000258,None,x,0.5148043000008329,31.750033000000258,None,None,0,31.750033000000258,None,2,0.5,X,P,1,32.28021700000136,None,0,001,2019_Jun_07_1655,ax-cpt,3.1.2,60.20179642114896,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.28046689999974,None,None,35.28046689999974,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
