ConditionFile,TrialType,CorrRespTarget,CorRespCue,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,timingLoop.thisRepN,timingLoop.thisTrialN,timingLoop.thisN,timingLoop.thisIndex,PreCueTime,ISI,subTrial.thisRepN,subTrial.thisTrialN,subTrial.thisN,subTrial.thisIndex,Cue,Probe,text.started,text.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_4.started,text_4.stopped,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,ISI,PreCueTime,Probe,Cue,participant,session,date,expName,psychopyVersion,frameRate,
conditions/BYListBas1Pro2Rea1.xlsx,BY,1.0,1,0,0,0,15,,,,,1.0,2,,,,,H,U,6.025490183677903,None,7.059838805518666,7.5436881858677225,1,0.6165536811477068,7.059838805518666,8.544790784791985,7.560394622594686,None,9.562542898507672,None,2,0.6495060591732909,9.562542898507672,None,2,1.0,U,H,0,001,2019_May_27_2220,ax-cpt,3.1.2,59.934205419838065,
conditions/AYListBas1Pro2Rea1.xlsx,BX,1.0,1,0,1,1,11,,,,,1.0,6,,,,,A,M,11.064187761663561,None,12.081863075947695,12.582411664840038,1,0.4800702458815067,12.081863075947695,13.583492579216909,12.599119607437387,None,18.588807702351914,None,1,0.8551878920716263,18.588807702351914,None,6,1.0,M,A,0,001,2019_May_27_2220,ax-cpt,3.1.2,59.934205419838065,
conditions/AXList.xlsx,AX,2.0,1,0,2,2,4,,,,,0.5,6,,,,,A,X,20.090412509332964,None,20.607635008133002,21.108166731268284,1,0.5903701943498163,20.607635008133002,22.10923318928144,21.108166731268284,None,27.114565780522753,None,2,0.5142538242344017,27.114565780522753,None,6,0.5,X,A,0,001,2019_May_27_2220,ax-cpt,3.1.2,59.934205419838065,
conditions/AYListBas1Pro2Rea1.xlsx,AY,1.0,1,0,3,3,8,,,,,0.5,2,,,,,A,M,28.61617329807268,None,29.116728211623922,29.617162053129505,1,0.45702529592563224,29.116728211623922,30.61835259493273,29.63390131784945,None,31.619351891089536,None,1,0.7506662727300863,31.619351891089536,None,2,0.5,M,A,0,001,2019_May_27_2220,ax-cpt,3.1.2,59.934205419838065,
conditions/BYListBas1Pro2Rea1.xlsx,BY,1.0,1,0,4,4,13,,,,,1.0,2,,,,,C,D,33.13765681013683,None,34.172062353911315,34.65595540452705,None,,34.172062353911315,35.65702607897947,34.67258684886474,None,36.67477638565106,None,1,0.606975135355242,36.67477638565106,None,2,1.0,D,C,0,001,2019_May_27_2220,ax-cpt,3.1.2,59.934205419838065,
